"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jan 21 09:37:11 GMT 2025","Tue Jan 21 09:37:11 GMT 2025","1","","eu.esdihumboldt.hale.io.jdbc.mssql.test.MsSQLServer14Test","","eu.esdihumboldt.hale.io.jdbc.mssql.test.MsSQLServer14Test","testInstanceReader","testInstanceReader",""
"passed","Tue Jan 21 09:39:51 GMT 2025","Tue Jan 21 09:39:51 GMT 2025","7","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testDoubleObject","testDoubleObject",""
"skipped","Tue Jan 21 09:32:55 GMT 2025","Tue Jan 21 09:32:55 GMT 2025","0","","eu.esdihumboldt.hale.app.transform.test.ExecuteTest","","eu.esdihumboldt.hale.app.transform.test.ExecuteTest","testLocalING4479","testLocalING4479",""
"passed","Tue Jan 21 09:35:59 GMT 2025","Tue Jan 21 09:36:32 GMT 2025","33408","","eu.esdihumboldt.hale.io.gml.reader.internal.StreamGmlReaderTest","","eu.esdihumboldt.hale.io.gml.reader.internal.StreamGmlReaderTest","testWfsPagination","testWfsPagination",""
"passed","Tue Jan 21 09:35:18 GMT 2025","Tue Jan 21 09:35:18 GMT 2025","12","","eu.esdihumboldt.hale.io.codelist.skos.test.SkosCodeListTest","","eu.esdihumboldt.hale.io.codelist.skos.test.SkosCodeListTest","testSKOSFromRDF5_language_en","testSKOSFromRDF5_language_en",""
"passed","Tue Jan 21 09:39:51 GMT 2025","Tue Jan 21 09:39:51 GMT 2025","2","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testRootArrayObjectsFail","testRootArrayObjectsFail",""
"passed","Tue Jan 21 09:35:18 GMT 2025","Tue Jan 21 09:35:18 GMT 2025","7","","eu.esdihumboldt.hale.io.codelist.skos.test.SkosCodeListTest","","eu.esdihumboldt.hale.io.codelist.skos.test.SkosCodeListTest","testSKOSFromRDF4_language_nl","testSKOSFromRDF4_language_nl",""
"passed","Tue Jan 21 09:34:42 GMT 2025","Tue Jan 21 09:34:42 GMT 2025","175","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testGroovy3","testGroovy3",""
"passed","Tue Jan 21 09:39:42 GMT 2025","Tue Jan 21 09:39:42 GMT 2025","2","","eu.esdihumboldt.util.config.ConfigMergerTest","","eu.esdihumboldt.util.config.ConfigMergerTest","testNested","testNested",""
"passed","Tue Jan 21 09:33:23 GMT 2025","Tue Jan 21 09:33:23 GMT 2025","223","","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","testGroovyWarningMerge","testGroovyWarningMerge",""
"passed","Tue Jan 21 09:38:32 GMT 2025","Tue Jan 21 09:38:32 GMT 2025","14","","eu.esdihumboldt.hale.io.jdbc.spatialite.reader.internal.SpatiaLiteSchemaReaderTest","","eu.esdihumboldt.hale.io.jdbc.spatialite.reader.internal.SpatiaLiteSchemaReaderTest","testReadVersion4","testReadVersion4",""
"passed","Tue Jan 21 09:39:47 GMT 2025","Tue Jan 21 09:39:47 GMT 2025","49","","eu.esdihumboldt.util.geometry.interpolation.grid.GridInterpolationTest","","eu.esdihumboldt.util.geometry.interpolation.grid.GridInterpolationTest","testOffsetBig","testOffsetBig",""
"passed","Tue Jan 21 09:34:19 GMT 2025","Tue Jan 21 09:34:19 GMT 2025","0","","eu.esdihumboldt.hale.common.schema.model.constraint.factory.type.BindingFactoryTest","","eu.esdihumboldt.hale.common.schema.model.constraint.factory.type.BindingFactoryTest","testPrimitiveArray2","testPrimitiveArray2",""
"passed","Tue Jan 21 09:39:32 GMT 2025","Tue Jan 21 09:39:32 GMT 2025","15","","eu.esdihumboldt.hale.io.xsd.anytype.valuetypes.CustomTypeContentConfigurationTypeTest","","eu.esdihumboldt.hale.io.xsd.anytype.valuetypes.CustomTypeContentConfigurationTypeTest","testBothWays","testBothWays",""
"passed","Tue Jan 21 09:39:51 GMT 2025","Tue Jan 21 09:39:51 GMT 2025","6","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testRootArrayObjectNestedPrettyPrint","testRootArrayObjectNestedPrettyPrint",""
"skipped","Tue Jan 21 09:33:40 GMT 2025","Tue Jan 21 09:33:40 GMT 2025","0","","eu.esdihumboldt.hale.common.core.io.project.util.XMLPathUpdaterTest","","eu.esdihumboldt.hale.common.core.io.project.util.XMLPathUpdaterTest","testCopyISOTC211","testCopyISOTC211",""
"passed","Tue Jan 21 09:34:50 GMT 2025","Tue Jan 21 09:34:50 GMT 2025","99","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testStructuralRename1","testStructuralRename1",""
"passed","Tue Jan 21 09:35:45 GMT 2025","Tue Jan 21 09:35:45 GMT 2025","82","","eu.esdihumboldt.hale.io.geopackage.GeopackageInstanceWriterTest","","eu.esdihumboldt.hale.io.geopackage.GeopackageInstanceWriterTest","testNoSpatialIndexCreation","testNoSpatialIndexCreation",""
"passed","Tue Jan 21 09:34:50 GMT 2025","Tue Jan 21 09:34:50 GMT 2025","74","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testMathExpression","testMathExpression",""
"passed","Tue Jan 21 09:33:45 GMT 2025","Tue Jan 21 09:33:45 GMT 2025","5","","eu.esdihumboldt.hale.common.filter.CQLFilterTest","","eu.esdihumboldt.hale.common.filter.CQLFilterTest","testLikeNoSchema","testLikeNoSchema",""
"passed","Tue Jan 21 09:34:19 GMT 2025","Tue Jan 21 09:34:19 GMT 2025","1","","eu.esdihumboldt.hale.common.schema.model.constraint.factory.type.PrimaryKeyFactoryTest","","eu.esdihumboldt.hale.common.schema.model.constraint.factory.type.PrimaryKeyFactoryTest","testDefault","testDefault",""
"passed","Tue Jan 21 09:39:42 GMT 2025","Tue Jan 21 09:39:42 GMT 2025","2","","eu.esdihumboldt.util.config.ConfigMergerTest","","eu.esdihumboldt.util.config.ConfigMergerTest","testNestedOverride","testNestedOverride",""
"passed","Tue Jan 21 09:33:54 GMT 2025","Tue Jan 21 09:33:54 GMT 2025","1","","eu.esdihumboldt.hale.common.instance.tools.impl.SimplePartitionerTest","","eu.esdihumboldt.hale.common.instance.tools.impl.SimplePartitionerTest","testIterateEven","testIterateEven",""
