"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12","testNotEqualSimple","","Tue Jun 09 11:02:30 UTC 2026","passed","Tue Jun 09 11:02:30 UTC 2026","","eu.esdihumboldt.hale.common.filter.CQLFilterTest","eu.esdihumboldt.hale.common.filter.CQLFilterTest","testNotEqualSimple"
"","0","testExistsNoSchema","","Tue Jun 09 11:02:31 UTC 2026","skipped","Tue Jun 09 11:02:31 UTC 2026","","eu.esdihumboldt.hale.common.filter.CQLFilterTest","eu.esdihumboldt.hale.common.filter.CQLFilterTest","testExistsNoSchema"
"","114","testMergeWithoutAdditionalProp","","Tue Jun 09 11:03:34 UTC 2026","passed","Tue Jun 09 11:03:34 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testMergeWithoutAdditionalProp"
"","139","testGroovyWarningScript","","Tue Jun 09 11:02:10 UTC 2026","passed","Tue Jun 09 11:02:11 UTC 2026","","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","testGroovyWarningScript"
"","3317","testArgsFileForMultiTypesSource","","Tue Jun 09 11:00:34 UTC 2026","passed","Tue Jun 09 11:00:37 UTC 2026","","eu.esdihumboldt.hale.app.transform.test.ExecuteTest","eu.esdihumboldt.hale.app.transform.test.ExecuteTest","testArgsFileForMultiTypesSource"
"","2","testRootArrayEmpty","","Tue Jun 09 11:08:46 UTC 2026","passed","Tue Jun 09 11:08:46 UTC 2026","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testRootArrayEmpty"
"","0","testDescent","","Tue Jun 09 11:05:33 UTC 2026","skipped","Tue Jun 09 11:05:33 UTC 2026","","eu.esdihumboldt.hale.io.gml.writer.internal.geometry.writers.PatternTest","eu.esdihumboldt.hale.io.gml.writer.internal.geometry.writers.PatternTest","testDescent"
"","5","testTrendsFromTwitter","","Tue Jun 09 11:08:46 UTC 2026","passed","Tue Jun 09 11:08:46 UTC 2026","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testTrendsFromTwitter"
"","251","testGeometryPrimitive_31_Polygon","","Tue Jun 09 11:05:32 UTC 2026","passed","Tue Jun 09 11:05:32 UTC 2026","","eu.esdihumboldt.hale.io.gml.writer.internal.StreamGmlWriterTest","eu.esdihumboldt.hale.io.gml.writer.internal.StreamGmlWriterTest","testGeometryPrimitive_31_Polygon"
"","30","testPolygon","","Tue Jun 09 11:03:09 UTC 2026","passed","Tue Jun 09 11:03:09 UTC 2026","","eu.esdihumboldt.hale.common.schema.groovy.constraints.GeometryFactoryTest","eu.esdihumboldt.hale.common.schema.groovy.constraints.GeometryFactoryTest","testPolygon"
