"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","68","testWriteSimpleSchemaWithByteArrayOutputStream","","Mon Mar 16 11:00:22 UTC 2026","passed","Mon Mar 16 11:00:22 UTC 2026","","eu.esdihumboldt.hale.io.csv.writer.CSVInstanceWriterTest","eu.esdihumboldt.hale.io.csv.writer.CSVInstanceWriterTest","testWriteSimpleSchemaWithByteArrayOutputStream"
"","4","testNumberBetween","","Mon Mar 16 10:58:46 UTC 2026","passed","Mon Mar 16 10:58:46 UTC 2026","","eu.esdihumboldt.hale.common.filter.CQLFilterTest","eu.esdihumboldt.hale.common.filter.CQLFilterTest","testNumberBetween"
"","82","testWriteComplexSchema","","Mon Mar 16 11:00:22 UTC 2026","passed","Mon Mar 16 11:00:22 UTC 2026","","eu.esdihumboldt.hale.io.csv.writer.CSVInstanceWriterTest","eu.esdihumboldt.hale.io.csv.writer.CSVInstanceWriterTest","testWriteComplexSchema"
"","202","testMsAccessSchemaReaderForMdbTest","","Mon Mar 16 11:01:55 UTC 2026","passed","Mon Mar 16 11:01:55 UTC 2026","","eu.esdihumboldt.hale.io.jdbc.msaccess.reader.MsAccessSchemaReaderTest","eu.esdihumboldt.hale.io.jdbc.msaccess.reader.MsAccessSchemaReaderTest","testMsAccessSchemaReaderForMdbTest"
"","1","testFixed","","Mon Mar 16 10:59:21 UTC 2026","passed","Mon Mar 16 10:59:21 UTC 2026","","eu.esdihumboldt.hale.common.schema.groovy.constraints.CardinalityFactoryTest","eu.esdihumboldt.hale.common.schema.groovy.constraints.CardinalityFactoryTest","testFixed"
"","81","testCMUnion3","","Mon Mar 16 10:59:47 UTC 2026","passed","Mon Mar 16 10:59:47 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testCMUnion3"
"","380","testInspireReferenceAppInfo","","Mon Mar 16 11:04:20 UTC 2026","passed","Mon Mar 16 11:04:20 UTC 2026","","eu.esdihumboldt.hale.io.xsd.reader.XmlSchemaReaderMoreTest","eu.esdihumboldt.hale.io.xsd.reader.XmlSchemaReaderMoreTest","testInspireReferenceAppInfo"
"","69","testSplitMulti_Singles","","Mon Mar 16 10:59:58 UTC 2026","passed","Mon Mar 16 10:59:58 UTC 2026","","eu.esdihumboldt.cst.functions.geometric.test.GeometryHelperFunctionsTest","eu.esdihumboldt.cst.functions.geometric.test.GeometryHelperFunctionsTest","testSplitMulti_Singles"
"","1","testRead2","","Mon Mar 16 11:00:20 UTC 2026","passed","Mon Mar 16 11:00:20 UTC 2026","","eu.esdihumboldt.hale.io.csv.CSVSchemaReaderTest","eu.esdihumboldt.hale.io.csv.CSVSchemaReaderTest","testRead2"
"","0","testInnerJoinNasIndexBased","","Mon Mar 16 10:59:39 UTC 2026","skipped","Mon Mar 16 10:59:39 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testInnerJoinNasIndexBased"
"","184","testInnerJoin","","Mon Mar 16 10:59:40 UTC 2026","passed","Mon Mar 16 10:59:40 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testInnerJoin"
"","8","testInstanceNoValueNullSchema","","Mon Mar 16 10:58:45 UTC 2026","passed","Mon Mar 16 10:58:45 UTC 2026","","eu.esdihumboldt.hale.common.filter.CQLFilterTest","eu.esdihumboldt.hale.common.filter.CQLFilterTest","testInstanceNoValueNullSchema"
"","0","testChoice","","Mon Mar 16 10:59:48 UTC 2026","skipped","Mon Mar 16 10:59:48 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testChoice"
"","0","testFormatter[10]","","Mon Mar 16 11:04:30 UTC 2026","passed","Mon Mar 16 11:04:30 UTC 2026","","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","testFormatter[10]"
"","3","testJsonBuilderRawJson","","Mon Mar 16 11:04:36 UTC 2026","passed","Mon Mar 16 11:04:36 UTC 2026","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testJsonBuilderRawJson"
"","0","testFormatter[2]","","Mon Mar 16 11:04:30 UTC 2026","passed","Mon Mar 16 11:04:30 UTC 2026","","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","testFormatter[2]"
