"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","490","testToFrom","","Wed Jul 08 13:38:25 UTC 2026","passed","Wed Jul 08 13:38:25 UTC 2026","","eu.esdihumboldt.hale.common.align.model.functions.join.JoinParameterTest","eu.esdihumboldt.hale.common.align.model.functions.join.JoinParameterTest","testToFrom"
"","160","testFilterSame3","","Wed Jul 08 13:39:08 UTC 2026","passed","Wed Jul 08 13:39:08 UTC 2026","","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","testFilterSame3"
"","1","testFormatter[11]","","Wed Jul 08 13:53:00 UTC 2026","passed","Wed Jul 08 13:53:00 UTC 2026","","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","testFormatter[11]"
"","0","testOrder","","Wed Jul 08 13:52:39 UTC 2026","passed","Wed Jul 08 13:52:39 UTC 2026","","eu.esdihumboldt.util.DependencyOrderedListTest","eu.esdihumboldt.util.DependencyOrderedListTest","testOrder"
"","195","testTypeFilter6Present","","Wed Jul 08 13:39:11 UTC 2026","passed","Wed Jul 08 13:39:11 UTC 2026","","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","testTypeFilter6Present"
"","2","testTrueFalse","","Wed Jul 08 13:42:13 UTC 2026","passed","Wed Jul 08 13:42:13 UTC 2026","","eu.esdihumboldt.hale.common.schema.groovy.constraints.TypeAbstractFactoryTest","eu.esdihumboldt.hale.common.schema.groovy.constraints.TypeAbstractFactoryTest","testTrueFalse"
"","18","testValueListValueList","","Wed Jul 08 13:39:55 UTC 2026","passed","Wed Jul 08 13:39:55 UTC 2026","","eu.esdihumboldt.hale.common.core.io.impl.ValueListTypeTest","eu.esdihumboldt.hale.common.core.io.impl.ValueListTypeTest","testValueListValueList"
"","81","testEqualitySimple","","Wed Jul 08 13:40:13 UTC 2026","passed","Wed Jul 08 13:40:13 UTC 2026","","eu.esdihumboldt.hale.common.filter.ECQLFilterTest","eu.esdihumboldt.hale.common.filter.ECQLFilterTest","testEqualitySimple"
"","5","testLoopArrayTypeSafe","","Wed Jul 08 13:53:21 UTC 2026","passed","Wed Jul 08 13:53:21 UTC 2026","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testLoopArrayTypeSafe"
"","110","testCMUnion3","","Wed Jul 08 13:43:24 UTC 2026","passed","Wed Jul 08 13:43:24 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testCMUnion3"
"","3","testRootArrayObjectsFail","","Wed Jul 08 13:53:21 UTC 2026","passed","Wed Jul 08 13:53:21 UTC 2026","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testRootArrayObjectsFail"
"","0","testGeometry_2_MultiPoint","","Wed Jul 08 13:47:11 UTC 2026","skipped","Wed Jul 08 13:47:11 UTC 2026","","eu.esdihumboldt.hale.io.gml.writer.internal.StreamGmlWriterTest","eu.esdihumboldt.hale.io.gml.writer.internal.StreamGmlWriterTest","testGeometry_2_MultiPoint"
"","13","testClass","","Wed Jul 08 13:42:13 UTC 2026","passed","Wed Jul 08 13:42:13 UTC 2026","","eu.esdihumboldt.hale.common.schema.groovy.constraints.BindingFactoryTest","eu.esdihumboldt.hale.common.schema.groovy.constraints.BindingFactoryTest","testClass"
"","5","testNotEqualList","","Wed Jul 08 13:40:13 UTC 2026","passed","Wed Jul 08 13:40:13 UTC 2026","","eu.esdihumboldt.hale.common.filter.CQLFilterTest","eu.esdihumboldt.hale.common.filter.CQLFilterTest","testNotEqualList"
"","5","testJsonBuilderRawJson","","Wed Jul 08 13:53:21 UTC 2026","passed","Wed Jul 08 13:53:21 UTC 2026","","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","eu.esdihumboldt.util.groovy.json.JsonStreamBuilderTest","testJsonBuilderRawJson"
"","127","testRetypeConditionRenameTypeFilteredTranslated","","Wed Jul 08 13:39:16 UTC 2026","passed","Wed Jul 08 13:39:16 UTC 2026","","eu.esdihumboldt.hale.common.align.merge.test.impl.JoinRetainConditionsTest","eu.esdihumboldt.hale.common.align.merge.test.impl.JoinRetainConditionsTest","testRetypeConditionRenameTypeFilteredTranslated"
"","3","testStraight","","Wed Jul 08 13:53:04 UTC 2026","passed","Wed Jul 08 13:53:04 UTC 2026","","eu.esdihumboldt.util.geometry.interpolation.model.impl.ArcByPointsImplTest","eu.esdihumboldt.util.geometry.interpolation.model.impl.ArcByPointsImplTest","testStraight"
"","8865","testComplexLookupJsonGroovy","","Wed Jul 08 13:41:22 UTC 2026","passed","Wed Jul 08 13:41:31 UTC 2026","","eu.esdihumboldt.hale.common.lookup.internal.LookupTableTypeTest","eu.esdihumboldt.hale.common.lookup.internal.LookupTableTypeTest","testComplexLookupJsonGroovy"
"","1","testRead3","","Wed Jul 08 13:45:05 UTC 2026","passed","Wed Jul 08 13:45:05 UTC 2026","","eu.esdihumboldt.hale.io.csv.CSVSchemaReaderTest","eu.esdihumboldt.hale.io.csv.CSVSchemaReaderTest","testRead3"
"","216","testJoinCondition","","Wed Jul 08 13:39:16 UTC 2026","passed","Wed Jul 08 13:39:16 UTC 2026","","eu.esdihumboldt.hale.common.align.merge.test.impl.JoinRetainConditionsTest","eu.esdihumboldt.hale.common.align.merge.test.impl.JoinRetainConditionsTest","testJoinCondition"
"","0","testFormatter[12]","","Wed Jul 08 13:53:00 UTC 2026","passed","Wed Jul 08 13:53:00 UTC 2026","","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","testFormatter[12]"
"","0","testInputLookupAndConsume","","Wed Jul 08 13:39:56 UTC 2026","passed","Wed Jul 08 13:39:56 UTC 2026","","eu.esdihumboldt.hale.common.core.io.supplier.LookupStreamResourceTest","eu.esdihumboldt.hale.common.core.io.supplier.LookupStreamResourceTest","testInputLookupAndConsume"
"","0","testPropertiesUnMix","","Wed Jul 08 13:43:11 UTC 2026","skipped","Wed Jul 08 13:43:11 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testPropertiesUnMix"
"","316","testGeometryPrimitive_32_MultiLineString_Curve2","","Wed Jul 08 13:47:08 UTC 2026","passed","Wed Jul 08 13:47:08 UTC 2026","","eu.esdihumboldt.hale.io.gml.writer.internal.StreamGmlWriterTest","eu.esdihumboldt.hale.io.gml.writer.internal.StreamGmlWriterTest","testGeometryPrimitive_32_MultiLineString_Curve2"
"","1","testOrigin","","Wed Jul 08 13:53:04 UTC 2026","passed","Wed Jul 08 13:53:04 UTC 2026","","eu.esdihumboldt.util.geometry.interpolation.model.impl.ArcByPointsImplTest","eu.esdihumboldt.util.geometry.interpolation.model.impl.ArcByPointsImplTest","testOrigin"
"","144","testPreparedQuery","","Wed Jul 08 13:53:45 UTC 2026","passed","Wed Jul 08 13:53:45 UTC 2026","","eu.esdihumboldt.util.orient.embedded.MemoryDocumentTest","eu.esdihumboldt.util.orient.embedded.MemoryDocumentTest","testPreparedQuery"
