"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","testArcString","","Mon Mar 23 06:41:09 UTC 2026","passed","Mon Mar 23 06:41:09 UTC 2026","","eu.esdihumboldt.util.geometry.interpolation.grid.GridInterpolationTest","eu.esdihumboldt.util.geometry.interpolation.grid.GridInterpolationTest","testArcString"
"","0","testUnifyMultiPolygon","","Mon Mar 23 06:41:08 UTC 2026","passed","Mon Mar 23 06:41:08 UTC 2026","","eu.esdihumboldt.util.geometry.WindingOrderTest","eu.esdihumboldt.util.geometry.WindingOrderTest","testUnifyMultiPolygon"
"","1","testCMNested1","","Mon Mar 23 06:35:54 UTC 2026","skipped","Mon Mar 23 06:35:54 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testCMNested1"
"","140","testSimpleAttribute","","Mon Mar 23 06:36:05 UTC 2026","passed","Mon Mar 23 06:36:05 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testSimpleAttribute"
"","209","mergeJoinWithRetype","","Mon Mar 23 06:34:43 UTC 2026","passed","Mon Mar 23 06:34:44 UTC 2026","","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","eu.esdihumboldt.hale.common.align.merge.test.impl.DefaultMergeCellMigratorTest","mergeJoinWithRetype"
"","3","testSimple","","Mon Mar 23 06:40:55 UTC 2026","passed","Mon Mar 23 06:40:55 UTC 2026","","eu.esdihumboldt.hale.io.xsd.anytype.valuetypes.CustomTypeContentTypeTest","eu.esdihumboldt.hale.io.xsd.anytype.valuetypes.CustomTypeContentTypeTest","testSimple"
"","0","testFormatter[4]","","Mon Mar 23 06:41:06 UTC 2026","passed","Mon Mar 23 06:41:06 UTC 2026","","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","eu.esdihumboldt.util.geometry.DecimalFormatUtilTest","testFormatter[4]"
"","123","testCardinalityRename","","Mon Mar 23 06:36:09 UTC 2026","passed","Mon Mar 23 06:36:09 UTC 2026","","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","eu.esdihumboldt.cst.internal.ConceptualSchemaTransformerTest","testCardinalityRename"
"","52","testNativeQuery","","Mon Mar 23 06:41:22 UTC 2026","passed","Mon Mar 23 06:41:22 UTC 2026","","eu.esdihumboldt.util.orient.embedded.MemoryDocumentTest","eu.esdihumboldt.util.orient.embedded.MemoryDocumentTest","testNativeQuery"
"","0","testRange","","Mon Mar 23 06:35:41 UTC 2026","passed","Mon Mar 23 06:35:41 UTC 2026","","eu.esdihumboldt.hale.common.schema.groovy.constraints.CardinalityFactoryTest","eu.esdihumboldt.hale.common.schema.groovy.constraints.CardinalityFactoryTest","testRange"
